0,Species,genus,devPA,devBiom,Region,RCP,Uncert.,Shift,sd_shift,%Hab.,sd_hab
1219,poraniopsis,inflata,0.19,0.91,West_USA,26,low,280.2,227.1,33.1,51.7
1220,poraniopsis,inflata,0.19,0.91,West_USA,85,low,1315.8,362.6,142.9,124
1221,porichthys,notatus,0.5,0.9,West_USA,26,low,215.3,125.3,39.6,34.9
1222,porichthys,notatus,0.5,0.9,West_USA,85,low,1036.4,406.4,119.5,122.1
1223,porichthys,plectrodon,0.43,0.95,SEUS,26,medium,32.5,22.7,101.7,80
1224,porichthys,plectrodon,0.43,0.95,SEUS,85,low,113.1,54.4,308.1,342
1225,porichthys,plectrodon,0.43,0.95,GMEX,26,low,58.2,50.4,-9.7,11.4
1226,porichthys,plectrodon,0.43,0.95,GMEX,85,medium,170.3,90.5,-72.7,18.6
1227,portunus,gibbesii,0.49,0.94,SEUS,26,medium,28.7,33.3,106.6,100.1
1228,portunus,gibbesii,0.49,0.94,SEUS,85,low,68.8,37.7,868,600.2
1229,portunus,gibbesii,0.49,0.94,GMEX,26,medium,17.7,13.6,13.4,9
1230,portunus,gibbesii,0.49,0.94,GMEX,85,medium,43.4,33,54,18.2
1231,priacanthus,arenatus,0.28,0.93,SEUS,26,medium,38.2,34.9,65.6,69.9
1232,priacanthus,arenatus,0.28,0.93,SEUS,85,low,121.8,67,350.7,348
1233,priacanthus,arenatus,0.28,0.93,GMEX,26,medium,36.1,24.6,-22.4,15
1234,priacanthus,arenatus,0.28,0.93,GMEX,85,medium,98.2,61.4,-77.3,16.4
1235,prionotus,alatus,0.31,0.86,SEUS,26,high,23.7,42.6,1757.4,2993.2
1236,prionotus,alatus,0.31,0.86,SEUS,85,medium,138.5,103.8,1.10E+05,1.90E+05
1237,prionotus,alatus,0.31,0.86,GMEX,26,medium,36.5,29.3,212.5,196.8
1238,prionotus,alatus,0.31,0.86,GMEX,85,medium,58.4,48.6,5278.2,3762.6
1239,prionotus,carolinus,0.41,0.74,SEUS,26,low,209.6,156.5,19.6,53.2
1240,prionotus,carolinus,0.41,0.74,SEUS,85,low,594.9,245.1,352.1,169.3
1241,prionotus,carolinus,0.41,0.74,GMEX,26,low,42.6,26.7,-40.7,19.3
1242,prionotus,carolinus,0.41,0.74,GMEX,85,low,105.3,44.8,-92.1,3.4
1243,prionotus,evolans,0.38,0.83,NEUS,26,medium,132.5,149,181.5,335.9
1244,prionotus,evolans,0.38,0.83,NEUS,85,high,332.2,311.9,1822.5,2413.8
1245,prionotus,longispinosus,0.56,0.88,SEUS,26,medium,52.5,66.4,180.3,235.6
1246,prionotus,longispinosus,0.56,0.88,SEUS,85,low,271.2,119.2,801.3,731.8
1247,prionotus,longispinosus,0.56,0.88,GMEX,26,medium,1.4,1.5,2.7,23.6
1248,prionotus,longispinosus,0.56,0.88,GMEX,85,medium,2.7,3.1,-50.6,35.2
1249,prionotus,martis,0.45,0.91,GMEX,26,high,13.4,13.4,76.8,68.2
1250,prionotus,martis,0.45,0.91,GMEX,85,low,34.8,25,421.7,244.5
1251,prionotus,ophryas,0.34,0.97,SEUS,26,medium,31.4,23.4,109.9,91.5
1252,prionotus,ophryas,0.34,0.97,SEUS,85,low,111.2,47.1,1000.9,635
1253,prionotus,ophryas,0.34,0.97,GMEX,26,medium,17,12,27.8,22.1
1254,prionotus,ophryas,0.34,0.97,GMEX,85,high,47,27.8,57.8,48.3
1255,prionotus,paralatus,0.52,0.9,SEUS,26,medium,79.5,101,87.3,100.2
1256,prionotus,paralatus,0.52,0.9,SEUS,85,low,387,150.8,297.7,734.2
1257,prionotus,paralatus,0.52,0.9,GMEX,26,high,1.9,3.4,-18.4,36.6
1258,prionotus,paralatus,0.52,0.9,GMEX,85,high,10,29,-93,9.6
1259,prionotus,roseus,0.37,0.97,SEUS,26,medium,15.3,9.8,91.8,79.5
1260,prionotus,roseus,0.37,0.97,SEUS,85,high,35.7,22.7,1822.5,995.1
1261,prionotus,roseus,0.37,0.97,GMEX,26,medium,18.8,12,53.4,48.6
1262,prionotus,roseus,0.37,0.97,GMEX,85,low,42.6,28.7,859.2,463
1263,prionotus,rubio,0.33,0.95,SEUS,26,medium,9.2,5.1,13.1,12.4
1264,prionotus,rubio,0.33,0.95,SEUS,85,low,48.3,30,46.5,22.1
1265,prionotus,rubio,0.33,0.95,GMEX,26,medium,12.7,13.2,-6.9,5.2
1266,prionotus,rubio,0.33,0.95,GMEX,85,high,40,27.8,-40.3,13.7
1267,prionotus,scitulus,0.44,0.93,SEUS,26,medium,15.7,19.3,-7.8,13.1
1268,prionotus,scitulus,0.44,0.93,SEUS,85,high,434.7,429.1,-3.2,68
1269,prionotus,scitulus,0.44,0.93,GMEX,26,medium,27.3,22.8,-23.3,19.2
1270,prionotus,scitulus,0.44,0.93,GMEX,85,medium,79.2,39.9,-82.3,14.1
1271,prionotus,stearnsi,0.54,0.89,SEUS,26,medium,82.7,104.5,66.7,87.9
1272,prionotus,stearnsi,0.54,0.89,SEUS,85,low,369.2,160.3,300.4,870.6
1273,prionotus,stearnsi,0.54,0.89,GMEX,26,low,0.4,0.4,-8.1,44.2
1274,prionotus,stearnsi,0.54,0.89,GMEX,85,high,1.5,2.4,-91.7,11.1
1275,prionotus,tribulus,0.32,0.95,SEUS,26,low,9.9,7.3,18.2,14.4
1276,prionotus,tribulus,0.32,0.95,SEUS,85,low,66.1,52.1,70.9,26.3
1277,prionotus,tribulus,0.32,0.95,GMEX,26,medium,16.8,18,-2.2,4.1
1278,prionotus,tribulus,0.32,0.95,GMEX,85,medium,51.4,45.8,-31.2,14
1279,pristigenys,alta,0.25,0.92,SEUS,26,high,22.4,17.1,197,203
1280,pristigenys,alta,0.25,0.92,SEUS,85,high,50.8,42.5,12873.8,13755.2
1281,pristigenys,alta,0.25,0.92,GMEX,26,medium,20.2,12.5,141.2,147.5
1282,pristigenys,alta,0.25,0.92,GMEX,85,medium,31.7,23.3,9417.5,11106.2
1283,pristipomoides,aquilonaris,0.57,0.89,SEUS,26,high,71.7,93.9,81.3,93.5
1284,pristipomoides,aquilonaris,0.57,0.89,SEUS,85,low,333,154,307.3,830
1285,pristipomoides,aquilonaris,0.57,0.89,GMEX,26,low,0.7,0.6,-12,34.2
1286,pristipomoides,aquilonaris,0.57,0.89,GMEX,85,low,2,2,-88.2,13.5
1287,pseudarchaster,parelii,0.13,0.24,GOA,26,low,128.9,76.4,7.2,7.2
1288,pseudarchaster,parelii,0.13,0.24,GOA,85,low,505.7,132.3,29.5,8.8
1289,pseudopleuronectes,americanus,0.41,0.87,NEUS,26,low,96.3,83.3,-18.9,24.8
1290,pseudopleuronectes,americanus,0.41,0.87,NEUS,85,medium,394.4,235.1,-68.9,29.5
1291,pseudostichopus,mollis,0.33,0.38,GOA,26,low,241.8,184.6,7.3,20.9
1292,pseudostichopus,mollis,0.33,0.38,GOA,85,low,876.2,351.5,60.9,56.2
1293,psolus,squamatus,0.31,0.13,GOA,26,medium,52.9,28,-4,8.4
1294,psolus,squamatus,0.31,0.13,GOA,85,medium,206.2,120.9,28.4,31.7
1295,pteraster,jordani,0.34,0.92,GOA,26,low,274,208.1,17.3,36.9
1296,pteraster,jordani,0.34,0.92,GOA,85,medium,1295.7,451.9,107.5,66.9
1297,pteraster,militaris,0.24,0.08,EBS,26,medium,72.8,52.6,-9.3,9.8
1298,pteraster,militaris,0.24,0.08,EBS,85,low,228.9,101.1,-23.6,15.2
1299,pteraster,obscurus,0.38,0.95,EBS,26,low,47.7,27,-44.5,42.2
1300,pteraster,obscurus,0.38,0.95,EBS,85,low,161.1,70.7,-97.4,5.4
1301,ptilosarcus,gurneyi,0.17,0.88,West_USA,26,low,293.7,163.8,40.7,25.1
1302,ptilosarcus,gurneyi,0.17,0.88,West_USA,85,low,1445.1,423.1,141.3,102.4
1303,pycnopodia,helianthoides,0.27,0.14,GOA,26,low,105.2,83.7,19.8,12.4
1304,pycnopodia,helianthoides,0.27,0.14,GOA,85,low,389.1,145.9,67.4,24.9
1305,pyrosoma,atlanticum,0.35,0.66,West_USA,26,medium,7.7,5.8,66.5,36.4
1306,pyrosoma,atlanticum,0.35,0.66,West_USA,85,medium,81,69.2,219.6,227.6
1307,pyrulofusus,deformis,0.27,0.97,EBS,26,medium,97.7,76.6,-14.8,117.4
1308,pyrulofusus,deformis,0.27,0.97,EBS,85,high,352.2,410.5,-98.4,3.4
1309,pyrulofusus,melonis,0.3,0.86,EBS,26,medium,86.9,74.1,-29.7,93.2
1310,pyrulofusus,melonis,0.3,0.86,EBS,85,low,183.2,90.1,-99.3,1.6
1311,rachycentron,canadum,0.22,0.97,SEUS,26,low,9.9,8.1,21.8,15.4
1312,rachycentron,canadum,0.22,0.97,SEUS,85,medium,128.6,124.1,91.8,32.4
1313,rachycentron,canadum,0.22,0.97,GMEX,26,medium,29.7,29.4,9.4,11.8
1314,rachycentron,canadum,0.22,0.97,GMEX,85,low,129.4,75.2,-40.3,26.3
1315,raja,binoculata,0.27,0.13,GOA,26,low,128.2,89.5,22.8,16.7
1316,raja,binoculata,0.27,0.13,GOA,85,low,428,95.5,86,28.7
1317,raja,eglanteria,0.49,0.93,SEUS,26,medium,65.3,63.3,-17.2,12.5
1318,raja,eglanteria,0.49,0.93,SEUS,85,low,689.7,250.5,4.3,57
1319,raja,eglanteria,0.49,0.93,GMEX,26,high,22.4,23.4,-34.5,21.8
1320,raja,eglanteria,0.49,0.93,GMEX,85,low,77.9,51.5,-86.7,9.9
1321,raja,inornata,0.5,0.93,West_USA,26,low,108.3,46.7,95.3,74.9
1322,raja,inornata,0.5,0.93,West_USA,85,medium,208.9,112.6,984.6,1487.8
1323,raja,rhina,0.42,0.22,GOA,26,low,205.4,139.2,17.4,16.1
1324,raja,rhina,0.42,0.22,GOA,85,low,675.3,178.3,31.8,35
1325,raja,texana,0.34,0.9,GMEX,26,high,49.3,64.4,50.5,56.8
1326,raja,texana,0.34,0.9,GMEX,85,medium,200.8,159.8,-2.7,82.3
1327,rajella,fyllae,0.33,0.84,East_canada,26,low,87,65.3,1.9,19.3
1328,rajella,fyllae,0.33,0.84,East_canada,85,low,182.6,72.6,-36.1,28.9
1329,raninoides,louisianensis,0.42,0.91,GMEX,26,high,38.5,23.1,22.7,28.4
1330,raninoides,louisianensis,0.42,0.91,GMEX,85,medium,105.7,87.8,22.6,62.2
1331,rathbunaster,californicus,0.36,0.95,GOA,26,medium,307.7,286.2,10.1,12.2
1332,rathbunaster,californicus,0.36,0.95,GOA,85,low,1395.5,305.8,36.8,52.5
1333,reilla,mulleri,0.43,0.9,GMEX,26,medium,33.1,20.7,221.6,283.2
1334,reilla,mulleri,0.43,0.9,GMEX,85,medium,96.3,61.4,10746.4,16003.4
1335,reinhardtius,hippoglossoides,0.71,0.87,East_canada,26,low,83.6,61.4,-7.5,17.7
1336,reinhardtius,hippoglossoides,0.71,0.87,East_canada,85,low,283.4,137.7,-53.5,33.1
1337,reinhardtius,hippoglossoides,0.5,0.96,EBS,26,low,33.8,27.6,-41.1,41.8
1338,reinhardtius,hippoglossoides,0.5,0.96,EBS,85,low,160.4,83.2,-95.1,9.8
1339,rhinoptera,bonasus,0.32,0.96,SEUS,26,low,21.6,16.2,-1.3,9.8
1340,rhinoptera,bonasus,0.32,0.96,SEUS,85,medium,292.9,213.6,38.8,45.7
1341,rhinoptera,bonasus,0.32,0.96,GMEX,26,medium,23.7,25.5,-4.9,8.6
1342,rhinoptera,bonasus,0.32,0.96,GMEX,85,medium,92.2,65.2,-58.8,17.9
1343,rhizoprionodon,terraenovae,0.49,0.98,SEUS,26,low,16.6,12.3,-2.2,9
1344,rhizoprionodon,terraenovae,0.49,0.98,SEUS,85,low,149.9,103.8,-16.6,11.8
1345,rhizoprionodon,terraenovae,0.49,0.98,GMEX,26,low,23.4,21.4,-9.6,10.1
1346,rhizoprionodon,terraenovae,0.49,0.98,GMEX,85,low,109.1,65.7,-69.3,15.3
1347,rhomboplites,aurorubens,0.38,0.87,SEUS,26,high,19.4,32,721.3,1089.7
1348,rhomboplites,aurorubens,0.38,0.87,SEUS,85,medium,253.6,178.7,10474.9,11497.3
1349,rhomboplites,aurorubens,0.38,0.87,GMEX,26,medium,27,28.5,76.2,70.7
1350,rhomboplites,aurorubens,0.38,0.87,GMEX,85,medium,75.7,64.1,312,215.6
1351,rhynchoconger,flavus,0.42,0.9,GMEX,26,medium,81.2,84.8,-5,22
1352,rhynchoconger,flavus,0.42,0.9,GMEX,85,medium,284.5,123.4,-82.1,22.7
1353,rimapenaeus,constrictus,0.4,0.87,SEUS,26,low,17.7,11.3,64.4,84.7
1354,rimapenaeus,constrictus,0.4,0.87,SEUS,85,high,156.6,199.8,356.4,502.3
1355,sabinea,hystrix,0.54,0.89,East_canada,26,low,175,98.3,-8.1,12.9
1356,sabinea,hystrix,0.54,0.89,East_canada,85,low,524.5,214,-11.1,44.4
1357,sabinea,sarsii,0.28,85,East_canada,26,low,124.1,66.8,-2.1,15.7
1358,sabinea,sarsii,0.28,85,East_canada,85,low,271.3,88.9,-53.2,33.1
1359,sabinea,septemcarinata,0.5,0.87,East_canada,26,medium,83.9,74.6,-18.4,25.8
1360,sabinea,septemcarinata,0.5,0.87,East_canada,85,low,173.5,93.9,-75.2,26
1361,sagenaster,evermanni,0.49,0.78,West_USA,26,high,164.7,151.8,40.5,70.7
1362,sagenaster,evermanni,0.49,0.78,West_USA,85,high,510.7,355.5,653.7,404.1
1363,sardinella,aurita,0.3,0.91,SEUS,26,low,11.5,9.5,25,23.9
1364,sardinella,aurita,0.3,0.91,SEUS,85,medium,104.9,112.6,78.8,43.7
1365,sardinella,aurita,0.3,0.91,GMEX,26,low,10,6.7,0.5,4.2
1366,sardinella,aurita,0.3,0.91,GMEX,85,low,39.2,26.9,-24.1,14.5
1367,sardinops,sagax,0.3,0.94,GOA,26,low,327.6,216.3,35.7,28.2
1368,sardinops,sagax,0.3,0.94,GOA,85,low,1277.3,315.3,163.2,82.6
1369,sarritor,frenatus,0.28,0.92,EBS,26,low,76.3,53.4,-39.6,41.9
1370,sarritor,frenatus,0.28,0.92,EBS,85,low,221,71.4,-95.4,9.6
1371,saurida,brasiliensis,0.5,0.86,SEUS,26,medium,48.2,62.3,59.3,62.1
1372,saurida,brasiliensis,0.5,0.86,SEUS,85,low,328,152.2,165,214
1373,saurida,brasiliensis,0.5,0.86,GMEX,26,low,3,2.4,-15.8,25.1
1374,saurida,brasiliensis,0.5,0.86,GMEX,85,low,5.4,3.7,-85.8,11.9
1375,sclerocrangon,boreas,0.49,85,East_canada,26,medium,108.5,85,-18.4,34.9
1376,sclerocrangon,boreas,0.49,85,East_canada,85,medium,191.3,121.9,-76.9,29.9
1377,scomber,japonicus,0.2,0.93,SEUS,26,high,21,12.1,28.6,30.2
1378,scomber,japonicus,0.2,0.93,SEUS,85,low,156.4,104.7,168.3,114.9
1379,scomber,japonicus,0.2,0.93,GMEX,26,low,62.2,55,-11.5,14.9
1380,scomber,japonicus,0.2,0.93,GMEX,85,medium,181.9,80.5,-84,16.6
1381,scomber,japonicus,0.38,0.91,West_USA,26,low,310.2,222.7,38.1,29.7
1382,scomber,japonicus,0.38,0.91,West_USA,85,low,1604.3,364.9,189.9,116.6
1383,scomber,scombrus,0.27,0.77,NEUS,26,low,66.2,49.3,-0.1,16.6
1384,scomber,scombrus,0.27,0.77,NEUS,85,medium,314.9,266.1,-54.6,18.8
1385,scomberesox,saurus,0.22,0.73,East_canada,26,low,60.3,54.2,456.5,955.4
1386,scomberesox,saurus,0.22,0.73,East_canada,85,medium,278.2,236.1,1885.2,2785.5
1387,scomberomorus,cavalla,0.39,0.96,SEUS,26,low,20.2,16.6,29.2,22.6
1388,scomberomorus,cavalla,0.39,0.96,SEUS,85,medium,157.6,131.4,120.8,57.7
1389,scomberomorus,cavalla,0.39,0.96,GMEX,26,medium,15.9,17.2,5.4,7.2
1390,scomberomorus,cavalla,0.39,0.96,GMEX,85,low,56.8,44.8,-27.3,19.8
1391,scomberomorus,maculatus,0.48,0.98,SEUS,26,low,16.8,13.1,4,9.4
1392,scomberomorus,maculatus,0.48,0.98,SEUS,85,medium,265.5,242.7,40.7,45.6
1393,scomberomorus,maculatus,0.48,0.98,GMEX,26,medium,18.5,18.9,-3,7.9
1394,scomberomorus,maculatus,0.48,0.98,GMEX,85,medium,76,61.9,-51,18.1
1395,scophthalmus,aquosus,0.42,0.83,NEUS,26,medium,46.9,57.1,-12.7,20.2
1396,scophthalmus,aquosus,0.42,0.83,NEUS,85,high,261.7,323.6,-55.7,25.2
1397,scorpaena,brasiliensis,0.43,0.96,SEUS,26,medium,88.1,89.4,302.5,336.2
1398,scorpaena,brasiliensis,0.43,0.96,SEUS,85,low,349.8,168.7,11383.7,12751.2
1399,scorpaena,brasiliensis,0.43,0.96,GMEX,26,medium,21.7,23.3,42.6,39.8
1400,scorpaena,brasiliensis,0.43,0.96,GMEX,85,low,77.6,43.3,124.7,93.3
1401,scorpaena,calcarata,0.39,0.96,SEUS,26,low,53.4,42.1,170.3,143.5
1402,scorpaena,calcarata,0.39,0.96,SEUS,85,low,200.7,94,1304.3,1228.8
1403,scorpaena,calcarata,0.39,0.96,GMEX,26,low,27.5,22.6,32,32.2
1404,scorpaena,calcarata,0.39,0.96,GMEX,85,medium,116,68.5,-9.9,50.9
1405,scyliorhinus,retifer,0.48,0.79,NEUS,26,high,112.5,152.1,132.8,199.6
1406,scyliorhinus,retifer,0.48,0.79,NEUS,85,medium,595.9,444.5,1900.1,2811.5
1407,scyllarides,nodifer,0.37,85,SEUS,26,high,30,50.5,821.5,1266.3
1408,scyllarides,nodifer,0.37,85,SEUS,85,medium,281.9,208.3,17446.4,18427.5
1409,scyllarides,nodifer,0.37,85,GMEX,26,medium,17.4,21.9,71.6,73.1
1410,scyllarides,nodifer,0.37,85,GMEX,85,low,47.4,39.5,371.3,260
1411,scyllarus,chacei,0.44,0.98,SEUS,26,medium,71.7,55.6,149.9,120.3
1412,scyllarus,chacei,0.44,0.98,SEUS,85,low,244.1,132.8,1954.6,1591.7
1413,scyllarus,chacei,0.44,0.98,GMEX,26,medium,18.7,14.1,49.2,36.4
1414,scyllarus,chacei,0.44,0.98,GMEX,85,medium,53,32,211.8,87
1415,sebastes,aleutianus,0.31,0.82,EBS,26,medium,120.3,116.7,-34.1,31.5
1416,sebastes,aleutianus,0.31,0.82,EBS,85,low,563,153.7,-91.5,12.8
1417,sebastes,alutus,0.38,0.22,GOA,26,low,203,121.4,1,6.7
1418,sebastes,alutus,0.38,0.22,GOA,85,low,768.1,136.9,7,15.2
1419,sebastes,aurora,0.43,0.97,GOA,26,low,228.8,195.3,1,17.7
1420,sebastes,aurora,0.43,0.97,GOA,85,medium,1237.7,395.9,-0.3,43.2
1421,sebastes,babcocki,0.32,0.88,GOA,26,low,383.7,269.4,11.4,14.7
1422,sebastes,babcocki,0.32,0.88,GOA,85,low,1273.8,254.6,11.6,39.2
1423,sebastes,borealis,0.4,0.86,GOA,26,low,292.5,199.6,15.2,19.2
1424,sebastes,borealis,0.4,0.86,GOA,85,medium,907.5,264.3,20.4,35.1
1425,sebastes,brevispinis,0.34,0.88,GOA,26,low,395.9,285.6,17.1,24.1
1426,sebastes,brevispinis,0.34,0.88,GOA,85,medium,1406.1,287.1,81.5,63.5
1427,sebastes,chlorostictus,0.29,0.88,West_USA,26,low,196.9,124.2,24.6,15.5
1428,sebastes,chlorostictus,0.29,0.88,West_USA,85,low,957.4,367.7,74.6,68.3
1429,sebastes,crameri,0.44,0.92,GOA,26,low,257.7,196.6,7.7,13.5
1430,sebastes,crameri,0.44,0.92,GOA,85,low,1213,325.7,13.4,47.5
1431,sebastes,diploproa,0.46,0.93,GOA,26,low,290,242.8,2.2,12.1
1432,sebastes,diploproa,0.46,0.93,GOA,85,medium,1312.4,298,-2.6,37.1
1433,sebastes,elongatus,0.42,0.94,GOA,26,low,294.2,198.2,10.6,20.1
1434,sebastes,elongatus,0.42,0.94,GOA,85,low,1294.8,320.5,52.9,54.5
1435,sebastes,entomelas,0.28,0.95,GOA,26,low,337.3,301.8,9.1,15.2
1436,sebastes,entomelas,0.28,0.95,GOA,85,low,1447.5,260.5,50.3,47
1437,sebastes,fasciatus,0.52,0.73,NEUS,26,medium,57.4,73.3,12.5,66.2
1438,sebastes,fasciatus,0.52,0.73,NEUS,85,medium,809.2,393.4,-45.2,65.2
1439,sebastes,flavidus,0.36,0.09,EBS,26,low,78.2,65.6,-3.7,11.7
1440,sebastes,flavidus,0.36,0.09,EBS,85,low,227.4,127.5,-28.8,20.5
1441,sebastes,goodei,0.42,0.87,West_USA,26,medium,234.5,214,1.3,13.9
1442,sebastes,goodei,0.42,0.87,West_USA,85,high,861.5,317.9,80.3,196.2
1443,sebastes,helvomaculatus,0.28,0.94,GOA,26,low,306.4,225.1,12.1,25.5
1444,sebastes,helvomaculatus,0.28,0.94,GOA,85,low,1423.2,357.3,80.3,62.1
1445,sebastes,jordani,0.38,0.88,West_USA,26,low,158.5,110.1,18.7,12.8
1446,sebastes,jordani,0.38,0.88,West_USA,85,medium,736.2,434.5,64.9,89.8
1447,sebastes,melanostictus,0.28,85,EBS,26,low,88.1,79,-35.7,35.8
1448,sebastes,melanostictus,0.28,85,EBS,85,medium,447.7,152.3,-95.6,6.2
1449,sebastes,melanostomus,0.38,0.9,West_USA,26,medium,308.4,285.4,6.8,20.1
1450,sebastes,melanostomus,0.38,0.9,West_USA,85,low,1652.7,666.3,13.2,34.9
1451,sebastes,mentella,0.61,0.8,East_canada,26,low,99.6,57.8,-8.3,28.2
1452,sebastes,mentella,0.61,0.8,East_canada,85,medium,262.2,156.4,-61.3,33.8
1453,sebastes,paucispinis,0.34,0.95,GOA,26,medium,339.3,373.6,11.8,13.6
1454,sebastes,paucispinis,0.34,0.95,GOA,85,low,1587.8,313.5,68.8,60.7
1455,sebastes,pinniger,0.34,0.95,GOA,26,low,318.3,230.3,17.4,20.1
1456,sebastes,pinniger,0.34,0.95,GOA,85,low,1343.7,300.4,92.7,51.1
1457,sebastes,polyspinis,0.37,85,EBS,26,low,90.5,64.4,-28.6,56.1
1458,sebastes,polyspinis,0.37,85,EBS,85,low,166.6,51.1,-96.9,6.7
1459,sebastes,proriger,0.27,0.84,GOA,26,low,407.3,330.3,10.5,26
1460,sebastes,proriger,0.27,0.84,GOA,85,medium,1714,324.5,130.6,90.5
1461,sebastes,ruberrimus,0.17,0.86,GOA,26,low,253.5,227.3,24.8,26.8
1462,sebastes,ruberrimus,0.17,0.86,GOA,85,medium,718.6,419.6,122.4,91.8
1463,sebastes,saxicola,0.42,0.92,GOA,26,medium,299.4,315.8,7.1,19.5
1464,sebastes,saxicola,0.42,0.92,GOA,85,low,1084.2,346.4,31,54.5
1465,sebastes,semicinctus,0.47,0.92,West_USA,26,low,206.5,149.2,55.9,44.6
1466,sebastes,semicinctus,0.47,0.92,West_USA,85,medium,644.2,363.4,355.2,251.6
1467,sebastes,variabilis,0.26,0.8,EBS,26,low,274.3,175.2,16.8,49.8
1468,sebastes,variabilis,0.26,0.8,EBS,85,low,733.9,201.5,-8.7,123.1
1469,sebastes,variegatus,0.32,0.04,GOA,26,low,67.5,40.6,3.3,4.6
1470,sebastes,variegatus,0.32,0.04,GOA,85,low,266.6,83.9,22.7,10.5
1471,sebastes,wilsoni,0.19,0.91,GOA,26,low,300.1,185.7,27.5,29.2
1472,sebastes,wilsoni,0.19,0.91,GOA,85,low,1261.7,355.8,110.7,85.6
1473,sebastes,zacentrus,0.29,0.83,GOA,26,low,447.1,368.5,18,26
1474,sebastes,zacentrus,0.29,0.83,GOA,85,low,1614.5,379.2,92,49.6
1475,sebastolobus,alascanus,0.5,0.89,West_USA,26,high,217.6,157.3,16.7,22
1476,sebastolobus,alascanus,0.5,0.89,West_USA,85,high,682,268,144.7,109.6
1477,sebastolobus,altivelis,0.69,0.96,GOA,26,high,242.2,222.5,-6.4,17.9
1478,sebastolobus,altivelis,0.69,0.96,GOA,85,medium,1075.6,405.8,124.2,97.7
1479,selar,crumenophthalmus,0.23,0.91,SEUS,26,low,14.3,9.1,25.5,15
1480,selar,crumenophthalmus,0.23,0.91,SEUS,85,medium,99,110.6,135.5,58
1481,selar,crumenophthalmus,0.23,0.91,GMEX,26,medium,19.3,18.6,-0.1,6.6
1482,selar,crumenophthalmus,0.23,0.91,GMEX,85,low,50.1,30.6,-19.9,17
1483,selene,setapinnis,0.42,0.9,SEUS,26,low,17.3,13,34.6,20.9
1484,selene,setapinnis,0.42,0.9,SEUS,85,high,162.3,177.2,223.9,120.2
1485,selene,setapinnis,0.42,0.9,GMEX,26,medium,10.5,5.6,6.4,8.7
1486,selene,setapinnis,0.42,0.9,GMEX,85,medium,33,17.4,22.6,15.8
1487,selene,vomer,0.42,0.95,SEUS,26,low,11.6,7.3,48,37
1488,selene,vomer,0.42,0.95,SEUS,85,low,63.8,44.3,257.8,128.4
1489,selene,vomer,0.42,0.95,GMEX,26,medium,15.4,16.6,9.6,9.2
1490,selene,vomer,0.42,0.95,GMEX,85,low,47.7,40.6,0.3,20
1491,sergestes,arcticus,0.5,85,East_canada,26,low,123.8,102.8,2.8,14.5
1492,sergestes,arcticus,0.5,85,East_canada,85,low,421.8,154.5,-32.3,25.8
1493,sergia,robusta,0.53,0.9,East_canada,26,medium,151.2,127.7,14.3,22.6
1494,sergia,robusta,0.53,0.9,East_canada,85,low,543.4,220.1,67.5,123.2
1495,seriola,dumerili,0.2,0.92,SEUS,26,high,67.9,103.7,445.4,520.7
1496,seriola,dumerili,0.2,0.92,SEUS,85,low,377,170.2,19592.7,27935.6
1497,seriola,dumerili,0.2,0.92,GMEX,26,medium,52.5,52,56.3,64.5
1498,seriola,dumerili,0.2,0.92,GMEX,85,medium,252.5,162.1,9.9,124.2
1499,serranus,atrobranchus,0.59,0.89,SEUS,26,medium,72.6,91.8,112.9,124
1500,serranus,atrobranchus,0.59,0.89,SEUS,85,low,300.9,131.1,748.3,1214.3
1501,serranus,atrobranchus,0.59,0.89,GMEX,26,medium,41.7,52.9,13.1,29.1
1502,serranus,atrobranchus,0.59,0.89,GMEX,85,medium,101.4,110.1,-45.3,40.6
1503,serranus,phoebe,0.4,85,SEUS,26,high,27.4,59.1,1191.4,1650.4
1504,serranus,phoebe,0.4,85,SEUS,85,medium,151.7,141.3,2.10E+05,2.00E+05
1505,serranus,phoebe,0.4,85,GMEX,26,high,36,19.6,464.5,541.9
1506,serranus,phoebe,0.4,85,GMEX,85,low,73,56.9,1.30E+05,2.00E+05
1507,serratiflustra,serrulata,0.23,0.95,EBS,26,medium,50.2,30.9,-35,68.4
1508,serratiflustra,serrulata,0.23,0.95,EBS,85,low,111.8,50.4,-99,2.1
1509,serripes,groenlandicus,0.18,0.94,EBS,26,low,43,27.2,-42.1,46
1510,serripes,groenlandicus,0.18,0.94,EBS,85,low,109.5,48.4,-96.9,6
1511,serrivomer,beanii,0.6,0.91,East_canada,26,low,156.1,105.1,3.8,18.6
1512,serrivomer,beanii,0.6,0.91,East_canada,85,low,266.8,132,3.2,31.2
1513,sicyonia,brevirostris,0.43,0.94,SEUS,26,low,62.1,50.5,156.3,151.4
1514,sicyonia,brevirostris,0.43,0.94,SEUS,85,low,188.4,78.7,2028.4,1625.2
1515,sicyonia,brevirostris,0.43,0.94,GMEX,26,low,66.1,62.3,3.4,18.5
1516,sicyonia,brevirostris,0.43,0.94,GMEX,85,medium,259.7,140.3,-71.1,24.6
1517,sicyonia,burkenroadi,0.32,0.91,GMEX,26,medium,90.4,91.1,5.7,31.2
1518,sicyonia,burkenroadi,0.32,0.91,GMEX,85,medium,295.9,146.6,-76.1,30.3
1519,sicyonia,dorsalis,0.45,0.88,GMEX,26,low,62.2,58.3,16,29.4
